newspaper_name,date,headline,article,summary,category
DNA (Daily News and Analysis),2023-10-18 00:00:00,"Delhi-NCR weather update: Minimum temperatures dip, check IMD update for the week","Delhi on Tuesday recorded a high of 26.2 degrees Celsius, seven notches below normal and the lowest maximum temperature reported in October this year, weather department officials said. Overnight showers in the national capital had led to a dip in the minimum temperature, which settled at 17.2 degrees Celsius, two notches below normal, in the morning. Gusty winds accompanied by rain lashed parts of the national capital on Monday night. From 8.30 am on Monday to 8:30 am on Tuesday, the city logged 5 mm of rainfall, according to the India Meteorological Department (IMD) data. According to the Meteorological Department, the onset of winter has begun and it will continue to remain cool in Delhi-NCR. The weather in Delhi changed because of the active western disturbances.
","On Tuesday, Delhi experienced an unusual weather pattern, with the maximum temperature reaching 26.2 degrees Celsius, which is seven degrees below the usual for this time of year. This marks the lowest maximum temperature recorded in October this year, according to the weather department. The drop in temperature was attributed to overnight showers that occurred in the city. The minimum temperature in the morning settled at 17.2 degrees Celsius, which is two degrees below the normal range. The previous night, the national capital experienced strong winds and rain. Between Monday 8:30 AM and Tuesday 8:30 AM, Delhi received 5 mm of rainfall, as reported by the India Meteorological Department (IMD). According to the Meteorological Department, the onset of winter has started, and the cooler weather in Delhi-NCR is expected to continue. This change in weather is attributed to active western disturbances affecting the region.",Weather
The Hindu,2023-10-18 00:00:00,"Current U.S. assessment is Israel was 'not responsible' for Gaza hospital blast, White House says","The White House said Wednesday that a current intelligence assessment shows Israel was “not responsible” for the explosion at a Gaza hospital, but that information was still being collected. The assessment is “based on analysis of overhead imagery, intercepts and open source information,” National Security Council spokesperson Adrienne Watson said Wednesday in a social media post, following President Joe Biden's comment to Israeli Prime Minister Benjamin Netanyahu that “based on what I’ve seen, it appears as though it was done by the other team, not you.”","The White House reported on Wednesday that their current intelligence assessment indicates that Israel was not the cause of the explosion at a hospital in Gaza. However, they mentioned that information is still being gathered to confirm this. The assessment is primarily built on the analysis of satellite images, intercepted communications, and publicly available information. National Security Council spokesperson Adrienne Watson conveyed this information in a social media post. President Joe Biden also shared his thoughts with Israeli Prime Minister Benjamin Netanyahu, stating that, based on the information he has seen, it seems that the responsibility for the explosion lies with another party, not Israel. This suggests that they are continuing to investigate and collect more evidence to determine the actual cause of the hospital explosion.",International News
Hindustan Times,2023-10-18 00:00:00,Delicious in Dungeon Netflix adaptation - All you need to know,"Prepare your taste buds and sharpen your swords because Netflix is bringing a delectable treat to screens in January 2024. Delicious in Dungeon, a manga sensation by Ryoko Kui, is getting the anime treatment courtesy of Studio Trigger, promising a flavorful blend of dark fantasy, high adventure, and gourmet cooking.","Get ready for a mouthwatering and exciting experience because in January 2024, Netflix is set to release an anime series that's sure to tantalize your taste buds. ""Delicious in Dungeon,"" originally a popular manga by Ryoko Kui, is being adapted into an anime by Studio Trigger. This promises to be a unique combination of dark fantasy, thrilling adventures, and the world of gourmet cooking. So, sharpen your appetite and be prepared for a delightful and adventurous culinary journey.",Entertainment
Indian Express,2023-10-18 00:00:00,That midnight bowl of maggi is sabotaging your sleep. But is all late-night snacking bad?,"We’ve all been there — late at night, craving a snack. Maybe it’s a bag of chips, a slice of leftover pizza, or a sweet treat. While late-night snacking can be satisfying, nutritionist Dr Rohini Patil said it might be wreaking havoc on your sleep disturbing your circadian rhythm.
She explained that consuming heavy or sugary foods close to bedtime can lead to indigestion and discomfort, making it challenging to fall asleep.","We've all experienced those late-night snack cravings, whether it's a bag of chips, a leftover slice of pizza, or something sweet. However, according to nutritionist Dr. Rohini Patil, indulging in these snacks late at night could be causing problems with your sleep patterns, disrupting your body's natural daily rhythms. Dr. Patil explained that eating heavy or sugary foods right before bedtime can result in indigestion and discomfort, making it difficult for you to fall asleep peacefully. In other words, your late-night snacks might be getting in the way of a good night's rest.",Life style
The Telegraph,2023-10-18 00:00:00,"In pics: Durga Puja celebrations, inaugurations and more news from Kolkata","Students of Delhi Public School, Ruby Park celebrated Durga Puja with senior citizens from an old age home. A cultural programme was presented by the children. Actress Ritabhari Chakraborty and renowned social media influencers from the East spent time with the women of Ishwar Sankalpa ( a shelter for homeless women with psychological disabilities who are rescued from the streets of Kolkata). Actor and wildlife conservationist Joydip Kundu arranged the weapons in the hands of Durga idol at his residence Kundu Bari Durga Puja at Hatibagan on Wednesday","Students from Delhi Public School, Ruby Park, made a heartwarming gesture by celebrating Durga Puja alongside senior citizens from an old age home. The students organized a cultural program, showcasing their talents for the elderly residents. Notably, actress Ritabhari Chakraborty and well-known social media influencers from the East region spent time with the women of Ishwar Sankalpa. This organization provides shelter and care to homeless women with psychological disabilities who have been rescued from the streets of Kolkata. Additionally, actor and wildlife conservationist Joydip Kundu had a special role in the festivities. He arranged the weapons in the hands of the Durga idol at his residence as part of the Kundu Bari Durga Puja celebration in Hatibagan. It's heartening to see these acts of kindness and community involvement during the festive season.",Local News
Deccan Chronicle,2023-10-18 00:00:00,India-Australia T20 set to dazzle Visakhapatnam,"Visakhapatnam: Andhra Cricket Association (ACA) secretary S.R. Gopinath Reddy announced that measures have been taken to ensure that India-Australia T20 International match, scheduled on November 23, is organised without any hitches. He was speaking at the final meeting of the organising committee at the Dr. Y.S.R. ACA-VDCA Cricket Stadium in Vizag on Tuesday. The meeting was attended, among others, by district collector A. Mallikarjuna, city police commissioner Ravi Shankar Ayyanar GVMC commissioner C.M. Sai Kant Varma, BCCI chairman Prudhvi Tej, ACA treasurer E.V. Chalam and CEO M.V. Shiva Reddy. Gopinath Reddy assured cricket enthusiasts of making good arrangements for them on the day of the match. Authorities are making arrangements for live screening of the match on a large screen near RK Beach, which about 10,000 fans can watch.","Andhra Cricket Association (ACA) secretary S.R. Gopinath Reddy has confirmed that they are taking steps to ensure the smooth organization of the India-Australia T20 International match scheduled for November 23. He made this announcement during the final meeting of the organizing committee held at the Dr. Y.S.R. ACA-VDCA Cricket Stadium in Vizag on Tuesday. The meeting was attended by various dignitaries, including the district collector A. Mallikarjuna, city police commissioner Ravi Shankar Ayyanar, GVMC commissioner C.M. Sai Kant Varma, BCCI chairman Prudhvi Tej, ACA treasurer E.V. Chalam, and CEO M.V. Shiva Reddy. Gopinath Reddy assured cricket fans that they are working hard to make the arrangements for the match day enjoyable and hassle-free. Additionally, authorities are preparing for a live screening of the match on a large screen near RK Beach, where approximately 10,000 fans can gather to watch the game.",Sports
Indian Express,2023-09-21 00:00:00,Hunger for oil amid the quest for renewable energy,"By Ranjan Tandon
Energy and green transition have taken centre stage at numerous conclaves since the adoption of the Paris Agreement in 2015. A rise in world population and disposable income has fuelled demand for energy. Growth in global energy consumption has averaged one percent per year for the last five decades. This led to the adoption of advanced exploration and production (E&P) technology, which facilitated higher output and efficiency. As numerous oil and gas facilities age worldwide, scores of virgin territories have been accessed for exploration. This, despite the increase in initiatives towards reducing inveterate dependence on fossil fuels to ensure a healthier future.","Since the Paris Agreement in 2015, discussions about energy and transitioning to greener alternatives have been a focal point in various meetings and conferences. The world's population has been growing, and people have more money to spend, which has driven up the demand for energy. Over the last five decades, global energy consumption has been steadily increasing at an average rate of about one percent each year. To keep up with this demand, there has been a significant shift towards using advanced exploration and production (E&P) technologies, which help extract energy resources more efficiently. Interestingly, despite the efforts to reduce our reliance on fossil fuels for a more sustainable future, many aging oil and gas facilities continue to operate, and new areas are being explored for energy production. This indicates the ongoing struggle to wean ourselves off fossil fuels and transition to cleaner, more environmentally friendly energy sources.",Opinion and Editorial
Mint,2023-10-18 00:00:00,Mahindra Logistics: 3 reasons why the stock is ICICI Direct's ‘high conviction idea’,"Brokerage house ICICI Direct has chosen Mahindra Logistics (MLL) as its 'high conviction idea' for a period of 6-12 months. The brokerage has a target price of ₹450 for the stock, indicating an upside of 18 percent. This comes after a 25 percent fall in the stock in the last 1 year. It lost over 23 percent in 2023 YTD, giving negative returns in 7 of the 10 months so far in the current calendar year. The stock was in the green in August (8.7 percent), June (6.3 percent), and April (4.4 percent). Meanwhile, it shed the most in February, down over 21 percent.","ICICI Direct, a brokerage house, has expressed confidence in Mahindra Logistics (MLL) and considers it a top investment idea for the next 6 to 12 months. They have set a target price of ₹450 for the stock, suggesting a potential gain of 18%. It's worth noting that the stock had faced a significant decline of 25% over the past year. Additionally, in the current calendar year of 2023, it experienced a negative return in 7 out of the 10 months so far. However, it did perform well in August (up 8.7%), June (up 6.3%), and April (up 4.4%). On the other hand, it had its largest drop in February, declining by more than 21%.",Markets-Stock Markets
Business Standard,2023-10-18 00:00:00,"Wipro posts flat Q2 profit, cuts Q3 revenue growth guidance on weak demand","Information technology (IT) services major Wipro on Wednesday reported almost flat growth in net profit and a marginal decline in revenue for the second quarter of 2023-24 (Q2FY24) amid an uncertain global economic outlook and weak client demand.
The Bengaluru-based firm also forecast that its third-quarter revenue might drop 3.5 per cent to 1.5 per cent sequentially on a constant currency basis, and attributed it to a “significant” slowdown in discretionary spending by clients. This is lower than the Q2 guidance of -2 per cent to +1 per cent.  ","Wipro, a major IT services company, announced its financial results for the second quarter of the fiscal year 2023-24 (Q2FY24). They reported almost stagnant growth in net profit and a slight decrease in revenue. These results were influenced by a challenging global economic situation and subdued demand from their clients. The company also anticipates a decline in revenue for the third quarter, estimating a drop of 3.5% to 1.5% on a constant currency basis. They attribute this decline to a significant reduction in discretionary spending by their clients, which means clients are cutting back on non-essential expenses. This projection is lower than the guidance they had provided for the second quarter, which was in the range of -2% to +1%. In essence, the company is bracing for a more substantial revenue decline in the upcoming quarter due to client spending constraints.",Company News
Financial Express,2023-10-18 00:00:00,Dengue’s escalating economic toll on India: Time for urgent action,"Dengue, a mosquito-borne viral disease, continues to exact a growing toll on India, not only in terms of public health but also economically. While our healthcare system grapples with the surge in cases, the often-overlooked economic ramifications of dengue demand our immediate attention. It is imperative that we confront this silent crisis head-on and proactively seek solutions to alleviate the economic burden it imposes on our nation.","Dengue, a viral disease transmitted by mosquitoes, is increasingly affecting India, impacting not only public health but also our economy. As we struggle with the rising number of cases within our healthcare system, it's crucial to recognize that dengue has significant economic consequences that need our urgent consideration. We must address this hidden crisis directly and actively work on finding solutions to reduce the economic burden it places on our country.",Health and Wellness
DNA (Daily News and Analysis),2023-10-18 00:00:00,Delhi-Meerut RRTS: Sahibabad-Duhai Depot journey ticket price revealed ahead of launch; check details,"The priority section of India's first Regional Rapid Transit System (RRTS) corridor is set to be inaugurated by Prime Minister Narendra Modi on October 20. It will be open for passengers from next day on October 21. Ahead of the launch, the ticket price of the journey has been revealed. The one-way journey from Sahibabad to Duhai Depot station on the 17-km priority section of the Delhi-Ghaziabad-Meerut RRTS Corridor will cost Rs 50, while the fare for the same route will be Rs 100 in a premium-class coach, officials said on Wednesday. The priority section between Sahibabad and Duhai Depot has five stations -- Sahibabad, Ghaziabad, Guldhar, Duhai and Duhai Depot. The segment from Duhai to Duhai Depot is a spur from the main corridor.","The first section of India's Regional Rapid Transit System (RRTS) corridor is all set to be inaugurated by Prime Minister Narendra Modi on October 20. Starting from October 21, passengers will be able to use this newly opened section. Prior to the launch, the ticket prices for the journey have been disclosed. If you're traveling one way from Sahibabad to the Duhai Depot station on the 17-kilometer priority section of the Delhi-Ghaziabad-Meerut RRTS Corridor, it will cost you Rs 50. However, if you opt for a premium-class coach on the same route, the fare will be Rs 100. This priority section has five stations between Sahibabad and Duhai Depot, which include Sahibabad, Ghaziabad, Guldhar, Duhai, and Duhai Depot. It's worth noting that the Duhai to Duhai Depot segment is a spur branching off from the main corridor.",National News
The Arunachal Times ,2009-07-16 00:00:00,PPP in Arunachal’s Health Sector: Is it Privatization or Value-Addition?,"Path-breaking decisions by the Government of Arunachal Pradesh, in the year 2005, started a new era from January 2006 as sixteen Primary Health Centers (PHCs) were brought under the Public Private Partnership (PPP) project of the National Rural Health Mission (NRHM). Four voluntary organizations were chosen to manage these PHCs, one in every district, which were quite dysfunctional till the end of 2005. NGO-managed PHCs not only provide curative services; but also they focus on preventive medicines and organize different outreach activities. Besides reducing morbidity and mortality in PHC areas, NGOs have been able to empower the community to demand quality healthcare that should match Indian Public Health Standards (IPHS) and here the PHC Management Committees play a vital role. Ignoring the hardships, NGO-staff provide services in a 24 x 7 manner and when there are complicated cases they smartly refer these to large hospitals by using PHC-Ambulance. Decentralized planning, promoting team spirit amongst staff, responsible supervision, timely supply of drugs and pro-poor approach are some of the trade secrets of NGOs' success. However, the credit primarily goes to the community residents of PHC areas because their cooperation, constructive criticisms, and caring attitude towards the staff help achieve the immediate goal, although there are miles to go for ensuring sustainability. NRHM has been effective in the country; however, several PHCs and CHCs of the Government still do not perform well. Therefore, the PPP model of the Government of Arunachal Pradesh has emerged as the best solution in this context. Now, after a 42-month period, sixteen NGO-managed PHCs have not only become functional but also many NRHM-implementing States have started similar initiatives by learning from Arunachal. In fact, the Government of Arunachal Pradesh is planning to hand over the management of a few CHC-cum-FRU to NGOs too which would certainly help improve the quality and quantity of health-service. The name PPP sometimes creates confusion among the common people; however, it's truly Public-Nonprofit-Partnership. Here, NGOs do not make a profit like other PPPs of the infrastructure sector. Moreover, this is not at all privatization of Government Hospitals. If one looks at it objectively, then it's found that PPP in Arunachal's Health Sector is essentially a value addition. Government only handovers the management of its hospitals for a short period, and if any NGO does not provide quality service then the contract can be easily terminated. Moreover, all the assets created under the PPP project belong to the Government of Arunachal Pradesh but not to the NGOs. PHCs and CHCs do not lack resources since NRHM is operational; however, proper utilization of men, money, and materials is still a matter of great concern in some of these institutions. The responsible Government cannot sit idle by seeing the poor utilization of resources, so its decision to hand over the management of PHCs and CHCs to NGOs would always be remembered in the golden history of Public Health. Everyone deserves quality healthcare as it's his or her right, and it hardly matters who the service providers are.","In 2005, the Government of Arunachal Pradesh started a new era by introducing a Public Private Partnership (PPP) project under the National Rural Health Mission (NRHM). Four voluntary organizations in each district were chosen to manage sixteen primary health center(PHCs) which. Despite the challenges, NGO staff provide round-the-clock services and also direct critical cases to the largest hospitals using PHC-Ambulances. Decentralized planning, promoting team spirit amongst staff, responsible supervision, timely supply of drugs and pro-poor approach contributed to NGOs' success. This PPP model offers a successful solution within Arunachal's Health Sector, which has inspired other states. The government is now planning to hand over the management of a few CHC-cum-FRU to NGOs too which would certainly help improve the quantity of health-services. The decision of the government to hand over PHCs and CHCs to NGOs will always be remembered in the golden history of public health.",Health and Wellness
the imphal free press,2022-08-13 00:00:00,President of India to address nation on eve of 76th Independence Day,"President Droupadi Murmu will address the nation tomorrow (August 14, 2022) on the eve of the 76th Independence Day, the President Secretariat stated.

The President's Address will be broadcast from 7 pm on the entire national network of All India Radio (AIR) and telecast over all channels of Doordarshan in Hindi followed by the English version, the President Secretariat stated in a release on Saturday.


Broadcast of the address in Hindi and English on Doordarshan will be followed by broadcast in regional languages by regional channels of Doordarshan.


AIR will broadcast regional language versions at 9.30 pm on its respective regional networks.",On 14 qaugust 2022 president droupadi murmu will adress the nation through doordarrsham channel.,National News
the imphal free press,2022-08-12 00:00:00,Myanmar Government releases 10 Indian prisoners,"The Myanmar Government released 10 Indian prisoners through Integrated Check Post at Moreh-Tamu border on Wednesday, sources said.

The sources said that the released 10 prisoners included three females and seven males. Five of them are from Tengnoupal district, one each from Ukhrul district, Chandel district and Assam's Cachar district and two are from Mizoram.


The released Indian prisoners are:


1. Amoni Jeet Das, 33 of Moreh Ward No 7,


2. Lunjalal Haokip, 21 of Moreh ward No 1.


3. Phaningkhul Kapal, 40 of Paoyei, Ukhrul


4. Thongminlal Baite, 22 of Joldam, Chandel


5. Thoibi Devi, 49 of Moreh ward No 2


6. Laldugkima Kanear, 36 of Sumsul vill, Aizawl


7. Lalchhnuanawma Mar, 42 of Champhai Mizoram


8. Ninaghoi, 33 of Moreh ward No 1


9. Lal pu Pedimchin,27 of  Moreh ward No 1.


10. Niang boi, 42 of Moreh ward No 1.


They were received by DC Tengnoupal Mannuamching, Y Anand (Senior immigration officer), Anand (OC Moreh Police station) and officials of Land Custom Station Moreh, Integrated Check Post, 5 Assam Rifles and a medical team from Moreh Hospital.


Medical team from Moreh Hospital conducted health check up of all the 10 persons at ICP. Later, the Moreh police transported them to Moreh police station and handed them over to their respective families, the sources added.",!0 Indian prisoners were released by myanmar government.,International News
the imphal free press ,2022-08-11 00:00:00,"Har Ghar Tiranga Manipur Marathon: Ngaopulou, Bhumeshwory triumphant","H Ngaopulou of Senapati and H Bhumeshwory Devi of SAI/NCOE grabbed the top spot in the Mens and Womens category of Har Ghar Tiranga Manipur Marathon, 2022 held at Khuman Lampak Main Stadium.

Ngaopulou clocked 1 hour 16 minute and 13 seconds for the top spot while Bhumeshwory Devi touched the finishing line with a timing of 1 hours 37 minute and 22 seconds. In the Mens section, Y Arjit Singh of Waiton and Nahtei N Wangna of Nagaland came second and third among the top 15 while in Women’s category, A Sai Chanu of Mayang Imphal and Lily Phangchopi of Assam bagged the second and third spot among the top thirteen runners.


Army shooters trial
The Manipur Rifle Association has informed that the Indian Army Marksmanship Unit is scouting sportspersons for shooting trial for enrolment in Army Marksmanship Unit, Mhow from August 27-31.

The shooting trial will be held in 50 meter Rifle 3 Position, 10 meter Air Rifle, 25 meter Pistol, 10 meter Air Pistol, Trap and Skeet shooting. Interested shooters are to submit bio data, willingness letters including events and contact details to amu_india@gmail.com.","At Har Ghar Tiranga Manipur Marathon, 2022 held at Khuman Lampak Main Stadium the top ten spot were grabbed by H Ngaopulou of Senapati and H Bhumeshwory Devi of SAI/NCOE.
from 27-31 august army shooters trial will take place.",Sports
the imphal free press,2023-10-18 00:00:00,Conducive atmosphere for return to peace',"Manipur Governor Anusuiya Uikey, on her third visit to Churachandpur since the outbreak of the unrest in Manipur since May, 2023, reiterated the commitment of the Central and state governments to bring back normalcy.


The Governor visited two relief centres at ECA Premises, M Songgel and ECA compound, Tuibong, Churachandpur District on Wednesday, the Raj Bhavan said in a press release.


Interacting with the IDPs at the two camps, Anusuiya Uikey said that she feels the sentiments of the IDPs and she is very much aware of their wishes and aspirations to be back home and lead normal life. She conveyed that the Governments at the Centre and State are fully committed to bring back normalcy.


She also acknowledged the cooperation of the public which facilitated the minimization of violent incidents in recent times thus paving a conducive atmosphere for peace to return.


The Governor also planted saplings at M Songgel ECA Church campus.


Uikey, in collaboration with Indian Red Cross Society, Manipur unit distributed relief items to the inmates of both camps including blankets, pillow, mattresses, hygiene kits, kitchen utensils, mosquito nets. She also gave monetary assistance to pregnant women, lactating mothers and patients with serious ailments. A total of 755 inmates from 167 families benefited with the relief items distributed today, the Raj Bhavan said.
Dharun Kumar, DC, Churachandpur; Immanuel Infimate, Addl SP; SDOs, other DLOs and officials accompanied the Governor during the visit
Later, the Governor held a meeting with CSO leaders at Headquarters 27 Sector Assam Rifles, Tuibong.
The Governor, on her return from Churachandpur District, visited Phubala High School relief camp, Bishnupur district where she met and interacted with Internally Displaced Persons (IDPs) and heard their grievances. She said that her purpose of visiting the relief camp is to give a healing touch and instill a confidence in the minds of the affected people, the Raj Bhavan said in the release.
While speaking with the inmates, the Governor assured them that they will be shifted to their respective homes permanently once normalcy is restored in the state. She informed that central and state governments are continuously working for peace and rehabilitation to their permanent residence. The relief and rehabilitation committee headed by Justice Geeta Mittal has also visited the state to look into this matter, she informed.
The Governor also appealed to the public to cooperate in the peace process and not to take law in their own hands and not to resort to any forms of violence that will hamper the peace process. She asserted that with the support and cooperation from the people of Manipur, normalcy and peace has been returning slowly in the State.","Anusuiya Uikey, governor of manipur went to a visit to Churachandpur District,. Planted samplings, distributed food, drinks, blankets. This was the first visit since the unrest in may.",Local News
the imphal free press,2021-10-06 00:00:00,Time to recall heroic deeds of forefathers by present leaders: O Joy,"Terming that the present political scenario of Manipur is in a sorry state of affairs due to the alleged degradation in quality and moral of state leaders, veteran politician O Joy said that it is the high to remember and recall the dedication made by the then King and freedom fighters who fought to free the land from British's hand and seven year’s devastation.
He stated this while paying tribute to the freedom fighters and the then King of Manipur in an annual religious ceremony of offering fruits and flowers to departed souls (last day of tarpon) at Lishang Hiden, place near the memorial complex of Gambhir Singh.
Addressing the media at the sidelines of the function, Joy said that it is unfortunate to see the worsening political trends of Manipur. The present government is a complete failure that is unable to fulfil their promises, he added.
He continued and said that when BJP came into power, they affirmed to take development work within 14 months which Congress-led government could not do in 15 years. However, the deplorable condition of the road from Canchipur to Lilong shows that this government is just good enough in lip service.
He said that in his recent visit in Manipur, Vice President Venkaiah Naidu not mentioning a single word about the murder of Athuan Abonmai is very unfortunate.
As the investigation is about to begin by the NIA, the chief minister should resign from his post and SP and DC of Tamenglong who took charge at the time of incident should be suspended to get fair justice, he reiterated.","veteran politician remembered the heroic deeds done by indian freedom fighters to free the land while present scenario is in a sorry state, especially in manipur. he called the present government a complete failure.",Politics
the imphal free press ,2021-10-06 00:00:00,Vice President M Venkaiah Naidu in Manipur: India's development is incomplete without development of Northeast region,"Vice-President M Venkaiah Naidu who arrived in Imphal on Tuesday as a part of his visit to Northeast India, said that India's development is incomplete without the development of Northeast region. 

Naidu was speaking as the chief guest during the inauguration of a Phytopharmaceutical Lab at the Institute of Bioresources and Sustainable Development (IBSD) in Imphal and one-day ‘National seminar on Bioeconomy from Bioresources of North Eastern Region of India.’ 


Naidu also called upon all political parties to support the various developmental projects taken up by the Centre regardless of their political affiliations.


India's development is incomplete without the development of Northeast and Himalayan regions, he said, highlighting the various work and programmes initiated in the region for all round development to make India a strong and developed nation.
Highlighting that the government is directly transferring the funds for all the welfare schemes directly to the beneficiaries without any diversion or dilution, Naidu pointed out the need of opening a bank account by every individual. He also pointed out the need of translating the names of the various welfare schemes in local dialect and to make advertisements in a wide scale to make the local populace become more aware about the schemes.
The basic communication and primary education should also be in mother tongue so that children should be able to think creatively, he added. He also extended his compliment to IBSD for its sterling efforts to sequence the SARS CoV 2 positive samples for not only Manipur state but also for other states of the Northeastern region.
Observing that the Northeastern region is a biodiversity hotspot with its rich variety of ecosystems, Naidu further praised IBSD for managing the bioresources of the region for sustainable development using modern biotechnological tools.
Noting that the Phytopharmaceutical Mission of IBSD will focus mainly on therapeutic areas like antiviral, anti-bacterial, anti-fungal and insect repellents, the vice President opined that this would help in popularising traditional healthcare practices and would also aid in the development of effective alternative herbal medicines to combat diseases like COVID-19.
Maintaining that the further progress of the country rests in the hands of the able scientists, he urged the researchers and scientists to work shoulder to shoulder along with other important groups in pushing India towards development.",india's development is incomplete without the development of north east region said vice president M Venkaiah Naidu during his visit to manipur. he further suggested education to be done in mother tongue to promote creativeness.,Local News
the imphal free press,2021-10-05 00:00:00,"Athuan Abonmai Murder: Movement will continue until justice is delivered, says JAC","The Joint Action Committee Against the Brutal Murder of Athuan Abonmai on Monday stated that the peoples’ movement against the state government will continue until justice is delivered to late Athuan Abonmai.
The JAC in a release, appealed to all to continue participating and extending support and cooperation in the days ahead as the JAC is determined to continue the movement.
However, the JAC is surprised to see some individuals trying to mislead the general public by uploading and circulating misleading information on some social media groups, which in fact, is an intentional and deliberate attempt to sabotage the people’s protest movement, it stated. Despite these attempts, the people’s movement can neither be sabotaged nor defeated and the 24-hour statewide total shutdown called by the JAC was successful, it added.
The JAC will continue with democratic forms of protests until the charter of demands placed by the JAC are fulfilled. It is high time for the people of the entire state to rise above caste and creed that the lives of the people are not put to risks anymore but to put an end to this kind of killing by any individual or groups in the future, the JAC stated.  
The JAC also expressed deep appreciation and gratitude to all the leaders of various leading civil organisations particularly UCM, AMUCO, IPSA, MMWO, UPF, MAPI COUNCIL, CLK, PANDM, HERICOUN, ACOAM-LUP, AMKIL, Nupi Samaj, Tammi Chingmi, Nongpok  Leingak  Apunba Nupi Lup, ANUL, NIMPAL, Thoubal Ima, UMO, THANIL NIPCO, CADA, UPACO, AMPFA, EECHAL, EEVFAM, Macha Leima, AMSU, DESAM, MSF, KSA, SUK, AIMS, TUC, MCM, NCHRO etc, and various Women’s Organisations, different youths and students organisations, local clubs and Meira Paibis and associations and every right thinking people of the state for their participation and extending support and cooperation to the total shutdown called by the JAC.
The peoples’ participation, support and cooperation extended to the JAC calls for justice for the departed leader is a clear manifestation of the united voice of the people reflecting the people’s anguish and sentiment and at the same time sending a clear message to all to shun violent activities as the people are fed up of killing people by armed groups, it added. ","A democratic form of protest will be continued by Joint Action Committee(JAC) against the brutal murder of Athuan Abonmai until their demands are met. the organisation thanked people's participation, leaders of various leading civil organisations for their cooperation to avail justice.",Politics
the imphal free press,2021-10-09 00:00:00,Union Minister John Barla meets minority leaders in Imphal,"Union Minister of State for Minority Affairs John Barla met with various minority leaders and communities at a function held at Mantripukhri on Friday, and urged all to fulfill the aspirations of Prime Minister Narendra Modi.

“We all must strive together to fulfill the aspirations of Prime Minister Narendra Modi’s ‘Sabka Sath, Sabka Vikas, Sabka Vishwas,"" Barla said.


Barla mentioned that the government under the dynamic leadership of Modi has introduced many welfare schemes for the upliftment of women and minority communities. He urged the people to take advantage of such welfare schemes meant for them.


Later, the minister visited the construction site of Sadbhavna Mandap at Saitu-Gamphazol, Kangpokpi and Imphal and inspected the projects running under the Pradhan Mantri Jan Vikas Karyakram (PMJVK).","at a function in mantripukhri john barla, union minister of state for minority affairs with minority leaders. he urged people to take advantage of welfare schemes intoduced under Prime minister modi.",Politics
the imphal free press,2021-10-08 00:00:00,Nagamapal Murder Case: Accused released on interim bail,"An accused involved in the Nagamapal midnight murder case of 2018 was released on an interim bail for three months under medical grounds by the Court of Session Judge, Imphal West on Wednesday.
The accused Haobijam Dilip alias Taibanganba ,45, son of (L) H Kunjababu Singh of Bishnupur Mamang Awang Leikai was released on bail on interim bail for three months under medical ground on furnishing a PR bond of Rs 1 lakh.
The counsel of the accused submitted that he was arrested on March 8, 2018 in connection with the FIR case. After completion of the investigation, the prosecution had submitted the final report of the FIR case, and subsequently, the case has been pending in the court for trial.  The counsel further submitted that so far, the prosecution had produced only one witness, which was partly examined in connection with the trial. It was also submitted that he has been languishing in judicial custody for over three years and the trial of the case is not likely to be concluded speedily.
The counsel further submitted that the accused had been experiencing chest pain and his health had not improved as he was unable to get proper medical treatment inside the jail and thus prayed for allowing the accused to go on bail to get proper medical treatment outside jail.
Meanwhile, the additional public prosecutor submitted that as per the diagnosis reports and medical report, the MO of Manipur Central Jail, Sajiwa never mentioned any severe illness which may endanger the life of the accused person. The additional public prosecutor also reiterated that if the health condition of the accused person was actually severe, then he may be admitted in the security ward of JNIMS Hospital for his treatment.
However, the court found that the medical report submitted by the MO, MCJ Sajiwa mentioned that the accused had been suffering from severe depression with suicidal ideation with unstable angina with hypertension.
The court found that the charges were framed on July 1, 2019 and were at the stage of examination of prosecution witnesses. So far, one prosecution witness has been partly examined in the year 2019. It was also observed that the failure of examination of the prosecution witnesses could be due to the COVID-19 pandemic which is still in concern. 
The court after considering the findings and views of counsel stated that it is proper to give a chance to the accused person to enable him to get a proper medical treatment outside jail. 
It may be mentioned that in 2018, Imphal West district police had nabbed four individuals in connection with the death of one Thokchom Tony alias Jagat who was shot dead in the night of March 3 at Nagamapal. 
Father of the victim Thokchom Suresh lodged a written complaint to Imphal police station mentioning that on the same day at around 1.20 am, his son Thokchom Tony alias Jagat was shot with a firearm by some unknown miscreants just in front of their house at Nagamapal Phugeisangbam Leikai while Tony was returning home after taking part in a Thabal Chongba event at Kakwa.


 ",Accused of Nagamapal midnight murder case of 2018 was released on an interim bail for three months under medical grounds by the Court of Session Judge. the public prosecutor submitted a diagnosis reports suggesting that the accused had not reported any severe illness prior.,Crime and Justice
